Date,Open,High,Low,Close,Volume
2022-11-11 00:00:00+07:00,427.7442199438154,431.4637348998486,420.305190031749,422.1649475097656,36407400
2022-11-14 00:00:00+07:00,422.1649475097656,424.02470498778223,418.4454325537324,422.1649475097656,18142900
2022-11-15 00:00:00+07:00,422.1649475097656,422.1649475097656,418.4454325537324,422.1649475097656,13347900
2022-11-16 00:00:00+07:00,422.16495161526944,422.16495161526944,411.00640663865437,414.7259216308594,22547900
2022-11-17 00:00:00+07:00,414.7258929084329,414.7258929084329,411.0063781738281,411.0063781738281,16986500
2022-11-18 00:00:00+07:00,411.0063781738281,412.8661355411305,407.28686343922334,411.0063781738281,28038700
2022-11-21 00:00:00+07:00,411.0064250599254,412.8661826393821,407.28690990101205,409.14666748046875,19614700
2022-11-22 00:00:00+07:00,409.1466471354167,420.30519205729166,409.1466471354167,418.4454345703125,18786800
2022-11-23 00:00:00+07:00,420.3051720660666,427.74420166015625,418.4454146675442,427.74420166015625,27723900
2022-11-24 00:00:00+07:00,429.60396949281085,446.3417864860372,424.0246971617354,437.0429992675781,107693900
2022-11-25 00:00:00+07:00,438.9027851603705,450.0613305458037,437.04302759613165,440.7625427246094,83407300
2022-11-28 00:00:00+07:00,440.7625244140625,446.341796875,438.90276692708335,446.341796875,44440800
2022-11-29 00:00:00+07:00,446.34181541732596,446.34181541732596,435.1832700318928,440.7625427246094,27273900
2022-11-30 00:00:00+07:00,440.7625427246094,446.34181541732596,438.9027851603705,440.7625427246094,33407700
2022-12-01 00:00:00+07:00,444.4820578530871,446.34181541732596,440.7625427246094,440.7625427246094,49661800
2022-12-02 00:00:00+07:00,442.6222981089827,444.4820556640625,438.9027829988232,444.4820556640625,20999200
2022-12-05 00:00:00+07:00,446.34176815257354,448.20152551987593,440.76249605066636,442.62225341796875,20729100
2022-12-06 00:00:00+07:00,448.20154392972904,448.20154392972904,433.3234843801945,437.0429992675781,31445300
2022-12-07 00:00:00+07:00,437.0429992675781,440.76251415496176,429.60396949281085,437.0429992675781,38877400
2022-12-08 00:00:00+07:00,437.04298131606157,444.48201078527114,429.603951846852,442.62225341796875,17723300
2022-12-09 00:00:00+07:00,440.7625285003145,442.6222860045352,437.043013491873,438.90277099609375,9600700
2022-12-12 00:00:00+07:00,438.90273868336396,444.48201078527114,437.04298131606157,442.62225341796875,20098900
2022-12-13 00:00:00+07:00,442.6222715986536,444.4820290423454,437.0429992675781,437.0429992675781,16148100
2022-12-14 00:00:00+07:00,437.04298131606157,442.62225341796875,433.3234665814568,442.62225341796875,8104400
2022-12-15 00:00:00+07:00,444.4820310404372,444.4820310404372,431.46372887607293,433.323486328125,24409800
2022-12-16 00:00:00+07:00,435.18324985588174,435.18324985588174,422.1649475097656,422.1649475097656,33551600
2022-12-19 00:00:00+07:00,422.16496826721743,424.0247258366765,411.00642285046274,412.8661804199219,17323200
2022-12-20 00:00:00+07:00,412.8661641347569,422.16495161526944,411.00640663865437,414.7259216308594,46701500
2022-12-21 00:00:00+07:00,414.7259402188388,418.4454553777521,407.28690990101205,409.14666748046875,30726800
2022-12-22 00:00:00+07:00,412.8661826393821,414.7259402188388,405.4271523215554,409.14666748046875,28282900
2022-12-23 00:00:00+07:00,409.14662260987444,409.14662260987444,405.42710785887556,407.286865234375,31599400
2022-12-26 00:00:00+07:00,411.0064250599254,411.0064250599254,407.28690990101205,409.14666748046875,7160500
2022-12-27 00:00:00+07:00,411.00640462239585,422.1649495442708,407.2868896484375,418.4454345703125,20052000
2022-12-28 00:00:00+07:00,418.4454345703125,422.1649495442708,414.7259195963542,418.4454345703125,7770600
2022-12-29 00:00:00+07:00,420.30517578125,420.30517578125,412.8661461214049,420.30517578125,5495900
2022-12-30 00:00:00+07:00,420.30517390736367,424.0246887207031,416.58565909402415,424.0246887207031,9027700
2023-01-02 00:00:00+07:00,424.02470498778223,427.7442199438154,418.4454325537324,422.1649475097656,5019100
2023-01-03 00:00:00+07:00,422.1649495442708,424.02470703125,414.7259195963542,418.4454345703125,7769400
2023-01-04 00:00:00+07:00,418.4454531282992,418.4454531282992,409.14666528100366,412.8661804199219,8826900
2023-01-05 00:00:00+07:00,420.305166862871,420.305166862871,407.286865234375,407.286865234375,12854100
2023-01-06 00:00:00+07:00,409.14666312081476,416.585693359375,407.2869055611747,416.585693359375,5950500
2023-01-09 00:00:00+07:00,418.4454345703125,420.30519205729166,414.7259195963542,418.4454345703125,10277800
2023-01-10 00:00:00+07:00,418.4454325537324,427.7442199438154,411.0064026416661,422.1649475097656,19608800
2023-01-11 00:00:00+07:00,422.1649223776425,424.0246797449449,409.14662080652573,411.0063781738281,17098000
2023-01-12 00:00:00+07:00,411.0064206804548,420.3052084786552,411.0064206804548,416.585693359375,19500500
2023-01-13 00:00:00+07:00,416.58567708333334,422.1649495442708,414.7259195963542,418.4454345703125,14621400
2023-01-16 00:00:00+07:00,418.4454345703125,420.30519205729166,416.58567708333334,418.4454345703125,7172500
2023-01-17 00:00:00+07:00,418.4454553777521,418.4454553777521,409.14666748046875,409.14666748046875,26304600
2023-01-18 00:00:00+07:00,409.14662080652573,414.7258929084329,409.14662080652573,411.0063781738281,11281000
2023-01-19 00:00:00+07:00,414.72590353636616,422.1649331962113,409.1466312914823,420.30517578125,31113700
2023-01-20 00:00:00+07:00,420.30517578125,425.88444802613384,418.4454183662887,420.30517578125,15241400
2023-01-24 00:00:00+07:00,420.3052084786552,420.3052084786552,412.8661782400949,416.585693359375,12174300
2023-01-25 00:00:00+07:00,414.7259216308594,416.5856791269619,412.8661641347569,414.7259216308594,10691300
2023-01-26 00:00:00+07:00,418.44543662306444,418.44543662306444,412.8661641347569,414.7259216308594,16395900
2023-01-27 00:00:00+07:00,418.4454183662887,429.6039628560564,414.72590353636616,420.30517578125,55974100
2023-01-30 00:00:00+07:00,422.16495161526944,422.16495161526944,412.8661641347569,414.7259216308594,28233700
2023-01-31 00:00:00+07:00,414.72593579973494,418.4454509190151,412.8661782400949,416.585693359375,34348800
2023-02-01 00:00:00+07:00,418.44543662306444,422.16495161526944,414.7259216308594,414.7259216308594,17636800
2023-02-02 00:00:00+07:00,418.4454325537324,427.7442199438154,416.58567507571587,422.1649475097656,43620800
2023-02-03 00:00:00+07:00,422.1649575069033,435.1832601613012,422.1649575069033,431.4637451171875,47359500
2023-02-06 00:00:00+07:00,431.4637308492289,433.3234883097859,427.74421592811484,429.6039733886719,32507900
2023-02-07 00:00:00+07:00,429.60396949281085,437.0429992675781,429.60396949281085,437.0429992675781,31650500
2023-02-08 00:00:00+07:00,437.04302759613165,442.62230028884824,433.323512467654,440.7625427246094,39605000
2023-02-09 00:00:00+07:00,442.6222715986536,442.6222715986536,433.3234843801945,437.0429992675781,24486900
2023-02-10 00:00:00+07:00,437.0430012322291,437.0430012322291,427.74421397196886,433.323486328125,9312500
2023-02-13 00:00:00+07:00,433.3234843801945,440.76251415496176,433.3234843801945,437.0429992675781,13644200
2023-02-14 00:00:00+07:00,437.0430012322291,437.0430012322291,431.46372887607293,433.323486328125,7639500
2023-02-15 00:00:00+07:00,433.3234883097859,435.1832457703429,427.74421592811484,429.6039733886719,10364300
2023-02-16 00:00:00+07:00,433.32347385572353,433.32347385572353,424.0246868631114,427.74420166015625,15509600
2023-02-17 00:00:00+07:00,427.74420353404264,431.46371834738216,424.0246887207031,424.0246887207031,8867300
2023-02-20 00:00:00+07:00,424.02471502896014,437.0430176833581,422.1649575069033,431.4637451171875,23311400
2023-02-21 00:00:00+07:00,431.4637164572011,435.1832312542459,427.74420166015625,427.74420166015625,11246600
2023-02-22 00:00:00+07:00,427.7442387172154,429.60399627685547,416.585693359375,416.585693359375,30692100
2023-02-23 00:00:00+07:00,418.4454286253297,429.6039733886719,412.8661562436587,429.6039733886719,14855500
2023-02-24 00:00:00+07:00,429.6039628560564,431.4637202710177,420.30517578125,420.30517578125,10930600
2023-02-27 00:00:00+07:00,420.30518608588676,433.3234883097859,420.30518608588676,429.6039733886719,21060900
2023-02-28 00:00:00+07:00,427.74421592811484,435.1832457703429,427.74421592811484,429.6039733886719,45977300
2023-03-01 00:00:00+07:00,427.7442300730738,435.1832601613012,427.7442300730738,431.4637451171875,11403000
2023-03-02 00:00:00+07:00,433.3234883097859,433.3234883097859,427.74421592811484,429.6039733886719,13867700
2023-03-03 00:00:00+07:00,429.603977421832,431.4637348998486,422.1649475097656,422.1649475097656,24344400
2023-03-06 00:00:00+07:00,427.7442199438154,427.7442199438154,422.1649475097656,422.1649475097656,21517900
2023-03-07 00:00:00+07:00,420.3052181593716,427.744248569272,420.3052181593716,425.8844909667969,8033200
2023-03-08 00:00:00+07:00,424.0246887207031,429.6039609407124,424.0246887207031,424.0246887207031,15214600
2023-03-09 00:00:00+07:00,422.1649495442708,427.7442220052083,418.4454345703125,418.4454345703125,14876400
2023-03-10 00:00:00+07:00,418.44543662306444,420.3051941191669,414.7259216308594,414.7259216308594,13385500
2023-03-13 00:00:00+07:00,414.72593798938095,418.4454531282992,411.00642285046274,412.8661804199219,19479400
2023-03-14 00:00:00+07:00,412.86613736087327,414.7258947363727,405.42710785887556,407.286865234375,24486500
2023-03-15 00:00:00+07:00,409.146669720291,412.86618489956635,405.4271545410156,405.4271545410156,11968900
2023-03-16 00:00:00+07:00,405.42713006937277,407.2868875467552,390.5490702503132,394.2685852050781,30612400
2023-03-17 00:00:00+07:00,397.98808381702975,401.7075986190581,394.26856901500145,396.1283264160156,14919600
2023-03-20 00:00:00+07:00,396.12836131410734,397.9881188789623,384.9698159249775,388.6893310546875,14982800
2023-03-21 00:00:00+07:00,388.68929681195897,397.98808381702975,388.68929681195897,396.1283264160156,26258900
2023-03-24 00:00:00+07:00,403.56739695137793,409.146669720291,396.1283665928272,405.4271545410156,17918000
2023-03-27 00:00:00+07:00,405.4271545410156,412.86618489956635,405.4271545410156,405.4271545410156,11997100
2023-03-28 00:00:00+07:00,405.42715014208545,412.8661804199219,405.42715014208545,412.8661804199219,20557900
2023-03-29 00:00:00+07:00,412.8661826393821,416.5856977982954,407.28690990101205,409.14666748046875,14171000
2023-03-30 00:00:00+07:00,411.0064250599254,416.5856977982954,405.4271523215554,409.14666748046875,36992300
2023-03-31 00:00:00+07:00,409.1466451636495,422.1649475097656,409.1466451636495,422.1649475097656,19914200
2023-04-03 00:00:00+07:00,422.164929464589,429.6039590586787,418.4454146675442,427.74420166015625,56485500
2023-04-04 00:00:00+07:00,427.74420166015625,433.32347385572353,425.88444426163386,427.74420166015625,51510400
2023-04-05 00:00:00+07:00,437.0429992675781,440.76251415496176,425.8844546054272,437.0429992675781,93331200
2023-04-06 00:00:00+07:00,440.7625285003145,444.48204350875596,431.4637409792108,438.90277099609375,66136200
2023-04-10 00:00:00+07:00,442.6222860045352,442.6222860045352,433.32349848343154,438.90277099609375,30730600
2023-04-11 00:00:00+07:00,438.9027851603705,446.34181541732596,435.1832700318928,440.7625427246094,43668200
2023-04-12 00:00:00+07:00,440.7625244140625,448.20155436197916,438.90276692708335,446.341796875,41003500
2023-04-13 00:00:00+07:00,448.20157077422203,448.20157077422203,442.6222981089827,444.4820556640625,33332100
2023-04-14 00:00:00+07:00,444.48205139411334,453.78083908018266,442.62229385689943,451.92108154296875,49675400
2023-04-17 00:00:00+07:00,451.9210693359375,453.78082682291665,446.341796875,446.341796875,19122700
2023-04-18 00:00:00+07:00,446.34181541732596,448.2015729815648,437.04302759613165,440.7625427246094,11004700
2023-04-26 00:00:00+07:00,453.7808065609056,455.64056396484375,431.46371771364795,455.64056396484375,33875600
2023-04-27 00:00:00+07:00,453.7808456742814,453.7808456742814,438.9027851603705,440.7625427246094,22635100
2023-04-28 00:00:00+07:00,442.62229385689943,451.92108154296875,440.7625363196856,451.92108154296875,19160700
2023-05-02 00:00:00+07:00,451.9210672930252,453.78082477159734,442.62227990016464,450.0613098144531,19864200
2023-05-03 00:00:00+07:00,448.20155436197916,453.78082682291665,442.6222819010417,446.341796875,17268700
2023-05-04 00:00:00+07:00,446.341796875,448.20155436197916,440.7625244140625,446.341796875,9314100
2023-05-05 00:00:00+07:00,455.64060323852027,455.64060323852027,438.9027851603705,440.7625427246094,15032100
2023-05-08 00:00:00+07:00,444.4820177333075,461.2198343006705,438.9027455441865,459.3600769042969,108632500
2023-05-09 00:00:00+07:00,463.07963452148437,478.88757385253905,451.9210891113281,464.93939208984375,168303000
2023-05-10 00:00:00+07:00,464.93938430346583,464.93938430346583,446.3418089313272,451.92108154296875,42826400
2023-05-11 00:00:00+07:00,461.21985263511783,461.21985263511783,446.34179287269467,453.78082275390625,74142400
2023-05-12 00:00:00+07:00,453.78083908018266,459.3601116918242,444.48205139411334,451.92108154296875,36398700
2023-05-15 00:00:00+07:00,459.3600697236903,459.3600697236903,440.76249605066636,442.62225341796875,37042400
2023-05-16 00:00:00+07:00,442.6222860045352,448.20155851719744,429.60398347499006,438.90277099609375,48342400
2023-05-17 00:00:00+07:00,440.76253272747175,442.6222902495286,427.7442300730738,431.4637451171875,28534200
2023-05-19 00:00:00+07:00,437.04298131606157,450.0612828871783,431.4637092141544,442.62225341796875,49151300
2023-05-22 00:00:00+07:00,442.6222819010417,451.9210693359375,442.6222819010417,446.341796875,26041100
2023-05-23 00:00:00+07:00,446.341796875,453.78082682291665,442.6222819010417,446.341796875,14802000
2023-05-24 00:00:00+07:00,444.4820556640625,451.9210858843815,442.6222981089827,444.4820556640625,18324700
2023-05-25 00:00:00+07:00,444.48204350875596,446.3418010129767,435.1832559876523,438.90277099609375,18385700
2023-05-26 00:00:00+07:00,438.90275671126994,440.76251415496176,437.0429992675781,437.0429992675781,8721600
2023-05-29 00:00:00+07:00,437.04298131606157,444.48201078527114,435.1832239487592,442.62225341796875,12731600
