Date,Open,High,Low,Close,Volume
2022-11-11 00:00:00+07:00,7295.839081791931,7363.601920535484,7182.900279895763,7341.01416015625,12769127
2022-11-14 00:00:00+07:00,7341.014537177328,7363.602298716628,7137.725125717801,7228.076171875,4716686
2022-11-15 00:00:00+07:00,7228.0759120798775,7250.663672807317,7069.961586987804,7182.900390625,9039780
2022-11-16 00:00:00+07:00,7160.312952451605,7160.312952451605,6844.084730416328,6889.26025390625,18392229
2022-11-17 00:00:00+07:00,6889.26025390625,6979.610858491918,6798.909206926407,6889.26025390625,6663086
2022-11-18 00:00:00+07:00,6911.847071249268,7024.785871771322,6889.259753538999,6979.6103515625,6141439
2022-11-21 00:00:00+07:00,6979.611071745203,7002.198834180305,6911.8477844398985,6934.435546875,3842460
2022-11-22 00:00:00+07:00,6957.02294921875,7024.786233016667,6934.435187952778,6957.02294921875,3460400
2022-11-23 00:00:00+07:00,6957.022688809726,7024.78597007119,6911.84716796875,6911.84716796875,5145175
2022-11-24 00:00:00+07:00,6911.84744352911,6957.0229661711355,6866.67236328125,6866.67236328125,4463283
2022-11-25 00:00:00+07:00,6821.496824017079,7002.198471750695,6821.496824017079,6957.02294921875,7836542
2022-11-28 00:00:00+07:00,6957.02294921875,7002.198471750695,6889.260107814997,6957.02294921875,6980366
2022-11-29 00:00:00+07:00,6957.0229661711355,6957.0229661711355,6821.4968406392245,6866.67236328125,4214091
2022-11-30 00:00:00+07:00,6866.67236328125,7024.786250134174,6866.67236328125,6866.67236328125,24878725
2022-12-01 00:00:00+07:00,6957.02294921875,6979.610710484722,6844.084585283052,6957.02294921875,12715779
2022-12-02 00:00:00+07:00,6979.611071745203,7002.198834180305,6866.672701963883,6934.435546875,4973498
2022-12-05 00:00:00+07:00,6911.847426686805,6957.02294921875,6911.847426686805,6957.02294921875,4965476
2022-12-06 00:00:00+07:00,6934.435465039009,6934.435465039009,6482.6806640625,6482.6806640625,12942508
2022-12-07 00:00:00+07:00,6324.56689453125,6482.680790398162,6189.040318878876,6324.56689453125,15743480
2022-12-08 00:00:00+07:00,6324.567128450814,6392.330418783285,6189.040547785873,6279.3916015625,11992974
2022-12-09 00:00:00+07:00,6279.3916015625,6301.979365006657,6098.689494009245,6279.3916015625,12786175
2022-12-12 00:00:00+07:00,6189.04001078088,6189.04001078088,6008.338361300789,6098.68896484375,19619534
2022-12-13 00:00:00+07:00,6093.006678989955,6432.765415736607,6093.006678989955,6342.1630859375,14420700
2022-12-14 00:00:00+07:00,6387.464250837053,6432.765415736607,6206.259591238839,6342.1630859375,8380800
2022-12-15 00:00:00+07:00,6319.512250959667,6546.01806640625,6228.909924781034,6546.01806640625,12044000
2022-12-16 00:00:00+07:00,6500.7174658724425,6500.7174658724425,6160.958713300712,6364.81396484375,31899800
2022-12-19 00:00:00+07:00,6296.86181640625,6432.765308846672,6183.608906039231,6296.86181640625,18396200
2022-12-20 00:00:00+07:00,6251.56052525369,6274.211106866928,6115.657035574262,6138.3076171875,11320700
2022-12-21 00:00:00+07:00,6138.307510092356,6138.307510092356,6025.054604002091,6093.00634765625,10073700
2022-12-22 00:00:00+07:00,6093.00634765625,6115.656928874303,6025.054604002091,6093.00634765625,14300200
2022-12-23 00:00:00+07:00,6093.006644241898,6160.958391203704,6047.705479600695,6115.6572265625,9382500
